trade_date,ticker,net_buy_amount,consecutive_buy_days,buy_intensity_pct,open,close,future_return_20d
2026-03-05,204620,-598980200,0,-0.19569150673806515,4350,4355,0
2026-03-05,206640,-122557920,0,-0.04218443826339537,12130,12370,0
2026-03-05,207940,2051372500,1,0.002690635246604491,1626000,1647000,0
2026-03-05,210540,13028520,5,0.008851740562569299,13280,13330,0
2026-03-05,210980,-63100,0,-2.6856622483225625e-05,12260,12620,0
2026-03-05,213420,119194025,1,0.012834694703955783,36100,37400,0
2026-03-05,213500,-256770,0,-0.0001292023277234669,8140,8350,0
2026-03-05,214150,-147355800,0,-0.00409747271259761,52600,54900,0
2026-03-05,214320,298257785,1,0.038494809628291174,19220,19370,0
2026-03-05,214370,558598100,1,0.008496155575389113,117700,122400,0
2026-03-05,214390,-8716000,0,-0.006533719478253443,5300,5580,0
2026-03-05,214420,-34150,0,-2.0785873122448455e-05,6800,6830,0
2026-03-05,214450,-8125747500,0,-0.2467193582560493,305000,317000,0
2026-03-05,215000,-101400,0,-3.131452308842949e-05,49900,51600,0
2026-03-05,215200,-225958300,0,-0.04893304406471008,44350,44550,0
2026-03-05,217190,-89840,0,-0.00011675189291690003,5230,5850,0
2026-03-05,217590,-64750,0,-2.075186066370676e-05,12510,12950,0
2026-03-05,218410,-248400,0,-1.3920713448104284e-05,60000,67200,0
2026-03-05,222800,292787125,1,0.01568129268593526,47050,50000,0
2026-03-05,226320,-52350,0,-2.2800529793110273e-05,10100,10470,0
2026-03-05,226950,7601552900,4,0.19179983107142873,185000,196300,0
2026-03-05,229640,-209000,0,-1.632659511895541e-05,42700,41800,0
2026-03-05,230240,-150753960,0,-0.0679497251049452,15600,16670,1
2026-03-05,234080,-64650,0,-3.157651298546205e-05,12500,12930,0
2026-03-05,234340,711782350,2,0.15438904315740162,27750,33000,0
2026-03-05,237690,3122685700,1,0.10100637249718993,141800,148800,0
2026-03-05,240810,2145524000,7,0.03291517969785545,121200,132800,0
2026-03-05,241560,34782900,1,0.0006343809933598436,57000,57200,0
2026-03-05,241590,-50000,0,-1.6504570874885517e-05,5000,5000,0
2026-03-05,241710,-592000,0,-7.531346686207458e-05,74000,73600,0
2026-03-05,244920,-64000,0,-2.2116365433660125e-05,12440,12800,0
2026-03-05,247540,1600321950,1,0.008372021684884738,183000,195400,0
2026-03-05,248070,-191996060,0,-0.02367505967148978,17000,16960,0
2026-03-05,249420,163977075,1,0.015801445247585647,31950,32800,0
2026-03-05,251270,-3868968850,0,-0.09733063996043578,48100,48500,0
2026-03-05,251970,-529418200,0,-0.09103414952885343,47650,46900,0
2026-03-05,252990,2992706040,1,0.48344315854619163,9770,10280,0
2026-03-05,257720,-62280300,0,-0.00262740463872256,38500,38750,0
2026-03-05,259960,-3843126500,0,-0.036850348140714514,220500,220000,0
2026-03-05,260970,-77046400,0,-0.049506083798721054,54500,53800,0
2026-03-05,263750,480066650,2,0.013610389676679501,58200,54900,0
2026-03-05,265520,-52079000,0,-0.016019490330891683,20350,21600,0
2026-03-05,267250,-265510000,0,-0.0012222473765784803,287500,275000,0
2026-03-05,267260,-1615774500,0,-0.004555278127089881,985000,984000,0
2026-03-05,267270,3272268300,1,0.0538775948895346,125500,126600,0
2026-03-05,267290,-8559825,0,-0.006496413188267373,22200,22350,0
2026-03-05,267850,-8256340,0,-0.007104244645791923,9750,10470,0
2026-03-05,268280,-25398100,0,-0.003949937791601866,126300,128600,0
2026-03-05,271560,-4116990550,0,-0.08391003661264142,129600,124100,0
2026-03-05,271940,-149994560,0,-0.02382111102233561,16290,17340,0
2026-03-05,272210,5432483250,1,0.019068675229914074,126900,150800,0
2026-03-05,272290,-151250,0,-2.428785158797888e-05,29950,31250,0
2026-03-05,272450,-14445450,0,-0.004344313322145834,6490,6370,0
2026-03-05,272550,-58750,0,-3.3182010094498386e-05,11360,11750,0
2026-03-05,277810,5311478500,2,0.03271081906487881,787000,837000,0
2026-03-05,278470,2429063250,1,0.02292957237371834,290500,283000,0
2026-03-05,279570,23259379475,1,0.6882612294209031,9000,8330,0
2026-03-05,280360,-314944200,0,-0.029154453222883764,118400,116100,0
2026-03-05,281820,-1211919350,0,-0.12623752422144732,43150,46400,0
2026-03-05,282330,-487237400,0,-0.024449468021010515,116500,115300,0
2026-03-05,284740,-121500,0,-2.2284291401873574e-05,24100,24300,0
2026-03-05,285130,-842400,0,-8.198167535082087e-05,58900,59400,0
2026-03-05,286940,-26037900,0,-0.008023389953380812,20600,21450,0
2026-03-05,290650,-166000,0,-8.070307678852582e-06,84900,82800,0
2026-03-05,290740,-372956000,0,-0.13930339724059018,28000,26600,0
2026-03-05,293480,-49700,0,-2.8132646101552327e-05,9730,9940,0
2026-03-05,293940,40631165,1,0.005914806387056767,5560,5680,0
2026-03-05,294870,746244200,3,0.05417525503587012,21600,20900,0
2026-03-05,298020,-422589000,0,-0.02910518221402742,353500,335500,0
2026-03-05,298040,1661557500,2,0.0071735808052813535,2627000,2484000,0
2026-03-05,298050,-355407500,0,-0.0379583502769895,208000,209000,0
2026-03-05,298060,-8450257,0,-0.022074890140056237,900,866,0
2026-03-05,298380,4720176650,1,0.048198384460218756,167800,177100,0
2026-03-05,298690,-8517823,0,-0.00412812906860339,1729,1769,0
2026-03-05,300720,-33303940,0,-0.0027511318077974123,16890,16460,0
2026-03-05,302440,-23164350,0,-0.0006674190491186042,43550,44250,0
2026-03-05,307950,-1475741500,0,-0.013369460749050849,406500,402500,0
2026-03-05,310210,1134324000,1,0.019484915831547732,298000,316500,0
2026-03-05,316140,4551700750,1,0.018372096161255742,34150,33750,0
2026-03-05,317400,-21375,0,-1.289240616648944e-05,4225,4275,0
2026-03-05,319660,2327024900,3,0.12302365276150923,59000,65300,0
2026-03-05,322000,95549550,2,0.009468601355636595,88000,90100,0
2026-03-05,323410,-2724392650,0,-0.02374644022115833,23800,24050,0
2026-03-05,326030,-1811146100,0,-0.02169506885289881,104500,106600,0
2026-03-05,327260,443657900,1,0.10803501300434158,48200,48650,0
2026-03-05,329180,2953291500,1,0.005033448353788129,560000,559000,0
2026-03-05,330590,-206550,0,-1.5572610925126456e-05,4410,4590,0
2026-03-05,331740,21310810,4,0.012135089051939562,17010,18070,0
2026-03-05,334890,-1326269,0,-0.00046578312205350104,3960,4100,0
2026-03-05,336260,2847597925,1,0.11426791633680675,35500,38050,0
2026-03-05,336370,-9198400,0,-0.0016477858327151773,7400,7950,0
2026-03-05,336570,-83766570,0,-0.012842226636581322,6980,7250,0
2026-03-05,339770,-42600,0,-2.001397776206903e-05,4205,4260,0
2026-03-05,344820,-230459900,0,-0.0535448566401756,26400,26950,0
2026-03-05,347700,-26037700,0,-0.0012034977777147322,41900,45850,0
2026-03-05,347850,-231370850,0,-0.006465378968991017,76800,82200,0
2026-03-05,348210,82400,1,9.84335801490251e-06,78200,79900,0
2026-03-05,348950,-65065,0,-1.773265239948119e-05,1877,1859,0
2026-03-05,352820,-356623750,0,-0.0024157338029372377,353000,343000,0
2026-03-05,353200,6551705100,8,0.22357535554323746,55600,59300,0
2026-03-05,354320,876924900,6,0.24500766288671752,50800,56000,0
2026-03-05,355150,-70360,0,-5.5021820265077555e-05,16540,16400,0
2026-03-05,356860,-9751800,0,-0.00179021554516058,51300,55400,0
2026-03-05,357120,-25512880,0,-0.005805386236885476,4400,4515,0
2026-03-05,357780,1827657250,1,0.04941339473892465,403500,475500,0
2026-03-05,358570,119974930,5,0.012389157087835945,14160,15110,0
2026-03-05,361610,-140183300,0,-0.007550672136467866,21700,22700,0
2026-03-05,363250,-37548070,0,-0.11072510356003232,4800,4815,0
2026-03-05,365340,639926500,1,0.09567389152723459,51500,54500,0
2026-03-05,365550,-49154154,0,-0.0047276063903469185,4220,4225,0
2026-03-05,373220,-4105370250,0,-0.004722561859405736,376500,371500,0
2026-03-05,375500,-583350,0,-3.3802976817539296e-05,45250,44600,0
2026-03-05,376300,-128375200,0,-0.015812606873070796,33000,34200,0
2026-03-05,377190,-45375,0,-1.6968325791855205e-05,3000,3025,0
2026-03-05,377300,451502450,5,0.005633590648907952,56700,59300,0
2026-03-05,377740,-82500,0,-1.4697806052611405e-05,5390,5500,0
2026-03-05,381970,-81864630,0,-0.011685278930034895,14450,14350,0
2026-03-05,383220,-59634400,0,-0.002451569088605222,64800,63500,0
2026-03-05,383800,-16215750,0,-0.00257360789416583,8230,8260,0
2026-03-05,388210,1280203800,1,0.09856903342494105,132900,136500,0
2026-03-05,393890,277920745,1,0.09114345184932537,8300,9010,0
2026-03-05,394280,61202090,4,0.01687784863777758,13100,13800,0
2026-03-05,394800,444267840,8,0.10158047974530247,12920,13770,0
2026-03-05,395400,-70741995,0,-0.004108557380580128,5500,5720,0
2026-03-05,397030,-318000,0,-2.1555610622473466e-05,60800,63200,0
2026-03-05,402340,10873499500,2,0.014544287577677235,583000,566000,0
2026-03-05,403550,-57250,0,-1.5224453200061311e-05,11500,11450,0
2026-03-05,403850,-26821900,0,-0.010303144462807815,17410,18140,0
2026-03-05,403870,642461550,3,0.017015421384079736,42200,44950,0
2026-03-05,404990,-1189055,0,-0.00046248063171891674,4195,4350,0
2026-03-05,415640,-200400,0,-1.6320462331279468e-05,9770,10020,0
2026-03-05,417310,-45950,0,-1.2376237623762377e-05,8730,9190,0
2026-03-05,420770,785581200,8,0.08692158010952897,69700,71300,0
2026-03-05,425420,-842819700,0,-0.16502503844961214,40000,42700,0
2026-03-05,432320,8668970,1,0.002540289998671047,3245,3365,0
2026-03-05,439260,4394545250,2,0.11052914384869625,100400,103200,0
2026-03-05,440110,1577847600,2,0.04773116957507866,59100,66100,0
2026-03-05,441270,-615473680,0,-0.17288752355811432,8260,8610,0
2026-03-05,443060,-3741464700,0,-0.04821286198751514,171400,173100,0
2026-03-05,448730,-8753680,0,-0.001859602722163625,5000,5170,0
2026-03-05,448900,724151400,1,0.09733842823417022,121900,123900,0
2026-03-05,450080,-408603650,0,-0.009162927716357176,62000,63200,0
2026-03-05,451800,50548390,20,0.005529466266446721,4800,5090,0
2026-03-05,452260,-100450,0,-1.8054302286071866e-05,2835,2870,0
2026-03-05,452430,-22320000,0,-0.008761206739412265,29850,31000,0
2026-03-05,453340,-39286830,0,-0.007663656587888697,15280,15620,0
2026-03-05,454910,-247421300,0,-0.004213082796459618,87800,90600,0
2026-03-05,456040,8877400,4,0.0012318159448239314,78000,80500,0
2026-03-05,456160,-64923500,0,-0.004350299847061205,90500,90200,0
2026-03-05,457190,-29956200,0,-0.0010221458198914003,96300,97000,0
2026-03-05,458870,-365400,0,-2.3902148137860762e-05,119000,120500,0
2026-03-05,460850,-9293355,0,-0.005540615333065733,5600,5610,0
2026-03-05,460860,-55359025,0,-0.012812043673654478,8700,8710,0
2026-03-05,462520,-8463960,0,-0.005265094857432342,13750,13560,0
2026-03-05,462870,-302000,0,-1.695365244402158e-05,29250,30200,0
2026-03-05,473980,20338780,1,0.010595591859198993,16720,17360,0
2026-03-05,475150,-287050,0,-3.55080029268624e-05,23100,23950,1
2026-03-05,475400,-434700,0,-0.00011794790388255839,29100,31350,0
2026-03-05,475560,-109000,0,-3.372005743200182e-05,21400,21800,0
2026-03-05,476830,3134154950,7,0.14886243473035177,126000,151100,0
2026-03-05,481070,-286380650,0,-0.11381329305087924,16970,17770,0
2026-03-05,483650,-977667750,0,-0.05280511369728379,150000,149400,0
2026-03-05,484120,-371370,0,-0.00017195381101884228,19700,19710,0
2026-03-05,484590,16591005,1,0.0028963466354150185,13220,13900,0
2026-03-05,484870,-593970750,0,-0.04979829565240226,121100,130300,0
2026-03-05,489790,3850282450,1,0.0973955929162736,72100,78300,0
2026-03-05,491000,362914700,2,0.018503438546515552,75400,78600,0
2026-03-05,494120,107223700,2,0.020887019533244525,65900,67400,0
2026-03-05,499790,-233250,0,-2.521325242837659e-05,46700,46650,0
2026-03-05,950160,2457333000,5,0.028851678902131226,99500,102300,0
2026-03-06,000080,83402010,1,0.007237902919369142,16530,16430,0
2026-03-06,000100,-301778050,0,-0.003815625127415928,95900,99300,0
2026-03-06,000120,496790050,1,0.018238900337322502,111700,119400,0
2026-03-06,000150,-5551568000,0,-0.03264950902023899,1029000,1050000,0
2026-03-06,000210,-177988000,0,-0.019525199513986336,41650,43500,0
2026-03-06,000230,-12495615,0,-0.010025661059312406,10560,10800,0
2026-03-06,000240,-680647775,0,-0.02757538778742549,25550,26000,0
2026-03-06,000250,7040330500,2,0.03928425142098394,793000,764000,0
2026-03-06,000270,14386613700,3,0.022065706794206094,161100,167000,0
2026-03-06,000400,-89521373,0,-0.013417007686040986,2050,2150,0
2026-03-06,000430,-14280884,0,-0.005624831226121549,4030,4095,0
2026-03-06,000490,-12687430,0,-0.004361994148580937,9850,10090,0
2026-03-06,0004V0,139265975,4,0.06529370069783436,21000,20500,0
2026-03-06,000500,-12879900,0,-0.0007762368739129753,95100,100300,0
2026-03-06,000640,-12291800,0,-0.0017591258060157002,107300,106900,0
2026-03-06,000660,-56172247500,0,-0.008529854625829766,912000,924000,0
2026-03-06,000670,318863250,16,0.03149686002640154,54900,56000,0
2026-03-06,000680,-1749955,0,-0.0006917975333231841,3100,3210,0
2026-03-06,000720,-7102942950,0,-0.04067987055602687,140400,156800,0
2026-03-06,000810,500780750,1,0.002192124611892041,482000,496500,0
2026-03-06,000860,-12322900,0,-0.005969240457275721,15880,15880,0
2026-03-06,000880,6441830100,5,0.06481021966883464,128000,132600,0
2026-03-06,00088K,-179791600,0,-0.017956370571733212,50700,51600,0
2026-03-06,000990,-729771550,0,-0.01863843137137117,93100,90000,0
2026-03-06,001040,-4162554150,0,-0.07766227963079873,181400,183700,0
2026-03-06,00104K,-75898800,0,-0.011237663621962444,157400,159800,0
2026-03-06,001060,-12264250,0,-0.001630590414103541,32200,32300,0
2026-03-06,001120,-1879732700,0,-0.1227764954082899,39650,39500,0
2026-03-06,001130,42400800,1,0.016895104895104894,150200,148500,0
2026-03-06,001380,-34932709,0,-0.053468786963637036,1475,1453,0
2026-03-06,001390,-3266260,0,-0.0009864199188999812,4910,4925,0
2026-03-06,001430,-173617700,0,-0.007821092138898806,58800,61900,0
2026-03-06,001440,-1954123325,0,-0.034647387321681884,28950,30250,0
2026-03-06,001450,-627328600,0,-0.02274586202270494,30050,30850,0
2026-03-06,0015G0,-1182025,0,-0.0002442704749236869,41250,41350,0
2026-03-06,001630,-37432775,0,-0.01524861036410929,48800,49000,0
2026-03-06,001680,-13224450,0,-0.001848328154255612,20750,20650,0
2026-03-06,001720,54054000,2,0.0016948227857626608,185000,194000,0
2026-03-06,001740,-110545580,0,-0.00953393201135124,5200,5240,0
2026-03-06,001750,32165525,1,0.010685162030675318,23500,23650,0
2026-03-06,001780,-12352425,0,-0.006147854785134919,2130,2075,0
2026-03-06,001800,-1183699650,0,-0.08269247214911213,22650,22850,0
2026-03-06,002020,-13693900,0,-0.0017981542771435299,56700,59000,0
2026-03-06,002030,76242000,5,0.012929653218448576,281500,284500,0
2026-03-06,002100,10822990,1,0.005866490189383046,9420,9450,0
2026-03-06,002150,-37446860,0,-0.01785407917672682,6190,6220,0
2026-03-06,002200,-12616345,0,-0.010125477528089887,3050,3115,0
2026-03-06,002240,-37175925,0,-0.006556600529100529,20950,21000,0
2026-03-06,002350,-227489675,0,-0.030932496073192504,7890,7530,0
2026-03-06,002380,-1291918000,0,-0.0270223643614063,523000,538000,0
2026-03-06,002620,-12456530,0,-0.008871806469004498,8870,8790,0
2026-03-06,002790,-233701675,0,-0.010813201794438577,26300,27200,0
2026-03-06,002810,31679580,1,0.008690347453671034,19530,19740,0
2026-03-06,002960,11018500,5,0.001608305356882207,530000,527000,0
2026-03-06,003000,33354940,1,0.0065771140490025965,4930,5140,0
2026-03-06,003030,-303531000,0,-0.056072941110022756,122200,130700,0
2026-03-06,003070,10871650,1,0.004323704365145626,9500,9890,0
2026-03-06,003090,300034825,1,0.021866025275322377,23200,23600,0
2026-03-06,003160,-1848250,0,-0.00018396954163141393,33900,35500,0
2026-03-06,003230,47102000,1,0.0005909964173875473,1028000,1058000,0
2026-03-06,003240,96474000,6,0.007102303680647375,1175000,1220000,0
2026-03-06,003280,10420798,3,0.0016997355381983094,2980,2550,0
2026-03-06,003350,-24450800,0,-0.010355365894564225,47750,52100,0
2026-03-06,003470,-12634830,0,-0.0012749614783939746,4790,4965,0
2026-03-06,003490,-17644987525,0,-0.19559021226377613,23750,24500,0
2026-03-06,003540,-168636700,0,-0.008303398039130726,39650,40000,0
2026-03-06,003550,-1979158800,0,-0.013652356673071303,93600,94000,0
2026-03-06,003570,-3278935050,0,-0.2031031714008526,50700,48550,0
2026-03-06,003610,-2568000,0,-0.0011720581281991348,5600,5450,0
2026-03-06,003620,-37721801,0,-0.005317992547882795,3480,3505,0
2026-03-06,003650,-894500,0,-0.000401701082158016,131400,128000,0
2026-03-06,003670,-164300500,0,-0.0008571643777836291,206000,215500,0
2026-03-06,003690,115475690,2,0.004634300425526124,12930,12790,0
2026-03-06,003830,-12494900,0,-0.0077375084218452754,120200,121600,0
2026-03-06,003850,-84264050,0,-0.010372174657736311,9360,9470,0
2026-03-06,004000,-91162200,0,-0.007774298360068564,44000,45450,0
2026-03-06,004020,6508388125,4,0.1226962954215414,35000,39750,0
2026-03-06,004090,-143364900,0,-0.04857549998002631,29300,23250,0
2026-03-06,004170,2561957000,2,0.07952707098103975,326000,334000,0
2026-03-06,004360,11883120,1,0.004203144360407216,14700,14790,0
2026-03-06,004370,-180078500,0,-0.007504514490855401,392000,394500,0
2026-03-06,004490,-37980800,0,-0.004419866871479775,61000,62000,0
2026-03-06,004690,-2340100,0,-0.0004184818378976238,140000,137900,0
2026-03-06,004700,-12484700,0,-0.002956916352448959,64000,63500,0
2026-03-06,004800,-62721700,0,-0.002562739340184697,146000,146200,0
2026-03-06,004990,-181653150,0,-0.005462229489627398,30800,31700,0
2026-03-06,005010,-37988590,0,-0.01527902867360286,4210,4425,0
2026-03-06,005070,-809869900,0,-0.0470904149552291,49100,52900,0
2026-03-06,005090,-257303800,0,-0.0362573523673435,43300,49250,0
2026-03-06,005180,-1067500,0,-0.00014622171795215105,76200,76400,0
2026-03-06,005250,10771160,1,0.0016301505096243435,14030,14050,0
2026-03-06,005290,2452573900,2,0.08673089873698402,52800,55000,0
2026-03-06,005300,198802300,1,0.01709915259978118,122800,125300,0
2026-03-06,005380,-7868042500,0,-0.006948661939783053,532000,553000,0
2026-03-06,005387,-3597593000,0,-0.03734824372747414,262000,275500,0
2026-03-06,005440,393959705,1,0.017415112917267234,14240,14510,0
2026-03-06,005490,-2670909000,0,-0.009335644209492053,340000,353500,0
2026-03-06,005680,32273440,1,0.013698404074702887,11600,11780,0
2026-03-06,005710,-12742975,0,-0.00498786790637523,13110,12750,0
2026-03-06,005720,32461770,1,0.008941942585654273,6400,6780,0
2026-03-06,005830,2352844050,1,0.017999187894417186,183900,188400,0
2026-03-06,005850,44805750,2,0.0014144170932714603,63900,68200,0
2026-03-06,005880,151831862,1,0.02067849110700649,2480,2275,0
2026-03-06,005930,-35377167500,0,-0.0031754720542811004,186100,188200,0
2026-03-06,005935,1831193500,13,0.0017532651257355706,124700,128000,0
2026-03-06,005940,-40371050,0,-0.0003518392391855605,31400,32200,0
2026-03-06,005945,-13294025,0,-0.0028235258165167426,23750,24950,0
2026-03-06,005960,213525205,4,0.11704759141754624,8300,7950,0
2026-03-06,006040,362106250,1,0.021166712835676893,38500,38750,0
2026-03-06,006110,99494175,1,0.020655570765837045,33300,31850,0
2026-03-06,006120,-63730000,0,-0.0063038666886087655,56900,55100,0
2026-03-06,006260,-1347054250,0,-0.01706579314101833,243000,249000,0
2026-03-06,006280,213798750,1,0.012027907294765097,146000,152100,0
2026-03-06,006340,133548025,1,0.031389667287525715,5320,5520,0
2026-03-06,006360,-3488307015,0,-0.20523697916877282,19410,19860,0
2026-03-06,006400,5195944250,8,0.015707036561241856,388500,410500,0
2026-03-06,006650,-2293625700,0,-0.28502866906921837,133400,123800,0
2026-03-06,006730,315832070,1,0.03322693857698541,13850,14640,0
2026-03-06,006800,-5875473900,0,-0.01544086618291815,65400,67100,0
2026-03-06,00680K,-924400,0,-3.1977861586114325e-05,20600,21150,0
2026-03-06,007070,-359264070,0,-0.022893105885030334,18780,18770,0
2026-03-06,007160,-27655200,0,-0.010299888268156424,54200,53700,0
2026-03-06,007310,-5343000,0,-0.0003632535089129786,370000,367000,0
2026-03-06,007340,-620443350,0,-0.04224661277138366,24250,25100,0
2026-03-06,007660,-3101429100,0,-0.03686605241207165,113300,114600,0
2026-03-06,007690,31801200,8,0.009673088235530298,34450,35500,0
2026-03-06,007700,29387810,1,0.003971090503188353,18360,18920,0
2026-03-06,007810,-5164328550,0,-0.3960783322699384,51000,55200,0
2026-03-06,008060,32450930,1,0.008060040348920747,11450,11880,0
2026-03-06,008250,-1903125,0,-0.00449571944347445,3750,3865,0
2026-03-06,008420,-4159500,0,-0.009546717815836278,2080,2125,0
2026-03-06,008490,-21334450,0,-0.008517722510474912,21600,21650,0
2026-03-06,008730,-341100,0,-5.501612903225807e-05,23500,25000,0
2026-03-06,008770,-385295400,0,-0.023345810400420528,41900,42050,0
2026-03-06,008930,537800,0,1.9958234888510935e-05,37850,39400,0
2026-03-06,008970,-916704,0,-0.0005309051431530538,1582,1664,0
2026-03-06,009070,-12759075,0,-0.006604076086956521,6290,6440,0
2026-03-06,009150,-3529226750,0,-0.011680920996710439,405000,404500,0
2026-03-06,009155,109061500,1,0.02303073195666811,160900,162900,0
2026-03-06,009240,-432557125,0,-0.04279429552159046,42050,42950,0
2026-03-06,009290,33301180,1,0.0075816436700513095,8250,8820,0
2026-03-06,009420,-638689700,0,-0.022068442092626005,54500,55400,0
2026-03-06,009450,-605100,0,-6.764585664788233e-05,58700,61400,0
2026-03-06,009520,-190455265,0,-0.02472192832724905,18000,18500,0
2026-03-06,009540,-1074211750,0,-0.0037756830324360857,395500,402000,0
2026-03-06,009680,-12366580,0,-0.004159210305048263,10640,10600,0
2026-03-06,009830,4494711100,2,0.05047949525625973,46750,51800,0
2026-03-06,009900,-12519150,0,-0.0025683071687624083,9000,9290,0
2026-03-06,009970,720226000,10,0.023146676577723062,217000,230500,0
2026-03-06,010060,1911166550,2,0.06756724140370943,134400,151500,0
2026-03-06,010120,-5209976000,0,-0.02466844696969697,684000,704000,0
2026-03-06,010130,250631000,1,0.0006853563752444237,1738000,1752000,0
2026-03-06,010140,5941646525,2,0.02446330090991436,26450,27600,0
2026-03-06,010690,52831945,2,0.011819722915982371,13000,12800,0
2026-03-06,010780,245662975,1,0.02806222481167215,27600,29000,0
2026-03-06,010950,-7835193700,0,-0.053658403460693935,141700,129700,0
2026-03-06,011070,2877589000,1,0.04503185385960792,259500,270000,0
2026-03-06,011170,-1516084650,0,-0.04700649098212471,72500,75400,0
2026-03-06,011200,184772850,1,0.000926203698578738,21850,21150,0
2026-03-06,011210,-1086298450,0,-0.04375100097901094,88000,91300,0
2026-03-06,011330,-65492103,0,-0.11097590917635586,566,631,0
2026-03-06,011500,34238650,1,0.009142321971851004,22600,23950,0
2026-03-06,011780,-1984358400,0,-0.06222727653659387,121000,122500,0
2026-03-06,011790,1413184650,1,0.0360216307448079,97900,103600,0
2026-03-06,011930,274533455,10,0.057734621825751314,2220,2310,0
2026-03-06,012030,32152758,1,0.008487820864420088,1867,1883,0
2026-03-06,0120G0,555343000,5,0.08056562478978377,86000,92700,0
2026-03-06,012330,-7367147750,0,-0.018287449297693433,423500,444000,0
2026-03-06,012450,10663659500,5,0.013963994080482751,1414000,1481000,0
2026-03-06,012510,-2109805250,0,-0.05850110692181698,118600,118700,0
2026-03-06,012630,212793950,1,0.014841243999872944,23650,24000,0
2026-03-06,0126Z0,-5824585500,0,-0.04302912653391425,541000,544000,0
2026-03-06,012750,437963300,2,0.013753698468868186,80000,83800,0
2026-03-06,013580,32045850,1,0.013800756096863312,26150,26000,0
2026-03-06,013890,-157658445,0,-0.06165636055613441,11200,11490,0
2026-03-06,014620,-703826700,0,-0.07840866717016416,32000,33800,0
2026-03-06,014680,-31191000,0,-0.0008849112001356007,295000,310000,0
2026-03-06,014820,-92236850,0,-0.012959419431654972,23800,24550,0
2026-03-06,014830,10595300,2,0.0019918472494374105,73500,78600,0
2026-03-06,015360,32130300,2,0.007638068749108543,74500,73800,0
2026-03-06,015750,384415350,5,0.05903184121621622,7570,8140,0
2026-03-06,015760,-5352795025,0,-0.01708638015323755,47100,48800,0
2026-03-06,015860,27514350,1,0.006969542397937499,8260,8000,0
2026-03-06,016360,112011700,4,0.0013079565663654399,93300,95900,0
2026-03-06,016380,-191426395,0,-0.03436433847554192,5570,5570,0
2026-03-06,016450,32221260,5,0.016922930672268906,4790,4760,0
2026-03-06,016580,-12573130,0,-0.006474829379324196,10440,10440,0
2026-03-06,016610,-280853400,0,-0.04686021094066757,13960,14120,0
2026-03-06,016740,-12310515,0,-0.010042722401219123,4280,4275,0
2026-03-06,017670,470009200,1,0.002860426274540335,76300,76500,0
2026-03-06,017800,233148150,3,0.006855206693332853,83200,87000,0
2026-03-06,017940,31813500,6,0.0047515742245375905,100300,97600,0
2026-03-06,017960,1027302275,2,0.047346065048830134,38100,41800,0
2026-03-06,018250,-77972475,0,-0.020835510090584923,14020,14170,0
2026-03-06,018260,-5321043850,0,-0.04195671778454094,163500,163900,0
2026-03-06,018670,207609500,3,0.009700136588026539,244000,231500,0
2026-03-06,018880,1602992433,1,0.03772877019633008,3875,4140,0
2026-03-06,019170,-12413510,0,-0.0021240573043749115,10700,11030,0
2026-03-06,020000,596988150,2,0.10994388972378473,23600,24200,0
2026-03-06,020150,2418739350,1,0.11265754049176807,37950,41000,0
2026-03-06,020560,-99573630,0,-0.006856580610052931,6920,7050,0
2026-03-06,021240,732081200,1,0.013538088882848208,72600,75200,0
2026-03-06,022100,-1897494275,0,-0.037089638579053175,32100,33650,0
2026-03-06,023160,-2202400,0,-0.00033129352582109335,24850,25700,0
2026-03-06,023530,147164350,1,0.005374195053479117,94100,96800,0
2026-03-06,023590,-177154550,0,-0.00786548069715529,49350,50200,0
2026-03-06,024110,801544325,1,0.004250167814926419,22800,23650,0
2026-03-06,025860,32420170,1,0.008598091037592365,7430,7590,0
2026-03-06,026940,-3922216,0,-0.009964979674796749,1968,1968,0
2026-03-06,026960,241853500,2,0.009512989950242886,25150,25500,0
2026-03-06,028050,47185325,1,0.0007197053933681095,32250,33450,0
2026-03-06,028100,-1523070,0,-0.0006923375326315651,16620,16430,0
2026-03-06,028260,-23688227250,0,-0.049157580908844194,281000,283500,0
2026-03-06,02826K,1122413500,4,0.4282197397357203,183500,178600,0
2026-03-06,028670,2643570225,5,0.09419489409906447,5650,5250,0
2026-03-06,029460,-12556450,0,-0.0029426313030109477,30850,32250,0
2026-03-06,029780,-480893750,0,-0.006999468642732445,58500,59300,0
2026-03-06,030000,-668633650,0,-0.02877288184524657,20100,20200,0
2026-03-06,030200,162542350,1,0.001093142078129413,56700,59000,0
2026-03-06,030520,-182200,0,-3.711937338181942e-05,19990,20300,0
2026-03-06,031330,-308199011,0,-0.06328833987828257,4910,4870,0
2026-03-06,031430,240873545,6,0.05518470636117694,12370,12350,0
2026-03-06,031980,461637850,8,0.018251829367989983,110000,117300,0
2026-03-06,032350,445128970,1,0.029338766724347466,19150,19060,0
2026-03-06,032640,640799550,1,0.009879566676433282,14650,15090,0
2026-03-06,032820,128019570,2,0.0044551661264378515,17130,17230,0
2026-03-06,032830,-4618395250,0,-0.010996179166666667,203500,210000,0
2026-03-06,033100,-82855800,0,-0.01029614165119026,47050,50100,0
2026-03-06,033270,-12458755,0,-0.0038464856171980706,19790,19830,0
2026-03-06,033500,-2240785400,0,-0.30128634381093594,26500,24800,0
